id,product_id,name,sku,parent_sku,brand,picklist_tag,category_ids,category_tag,parent_category,category_hierarchy,price,barcode,sync_required,quantity,qty_sold,url_key,short_description,description,image,additional_images,out_of_stock_at,in_stock_at,days_out_of_stock,days_in_stock,picking_mode,created_at,updated_at,kokon_pharmacy_qty,bahadurabad_qty,malir_qty,korangi_qty,last_order_date,last_order_date_display
339,512,Freshmate Chatpatta Raita Mix 85gm,IC-1069213,,Freshmate,Groceries & Pets,150,,Groceries & Pets,Groceries & Pets > Food Staples > Spices & Recipes,349.0,895120001750,0,26,,freshmate-chatpatta-raita-mix-85gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Tangy, spicy raita mix with bold chatpatta flavour.</li><li>85g packet makes generous portions for family meals.</li><li>Simple mix with yoghurt — no lengthy ","<p>Freshmate Chatpatta Raita Mix delivers the bold, zesty flavour that makes traditional Pakistani raita a beloved condiment. This 85g packet combines spices and seasonings to create a tangy, peppery raita that awakens the palate and balances rich, heavy ",/1/0/1069213-1.jpg,/1/0/1069213-2.jpg,2025-01-17 21:10:18,2026-07-08 21:10:15,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:15,0,27,21,0,2026-07-08 10:52:11,2026-07-08 10:52:11
340,513,Freshmate Arabic Dukkah Raita Mix 75gm,IC-1069214,,Freshmate,Groceries & Pets,150,,Groceries & Pets,Groceries & Pets > Food Staples > Spices & Recipes,349.0,895120001767,0,10,,freshmate-arabic-dukkah-raita-mix-75gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Nutty, aromatic dukkah-spiced raita with Middle Eastern flair.</li><li>75g packet offers unique, sophisticated flavour profile.</li><li>Arabic spice blend add","<p>Freshmate Arabic Dukkah Raita Mix brings the aromatic sophistication of Middle Eastern spices to your Pakistani table. This 75g packet features a nutty, complex blend of seeds and spices that transforms plain yoghurt into a flavour-forward side dish wi",/1/0/1069214-1.jpg,/1/0/1069214-2.jpg,2026-03-26 21:10:15,2026-07-08 21:10:15,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:15,0,12,-1,0,2026-07-07 16:41:40,2026-07-07 16:41:40
341,514,Freshmate Podina Raita Mix 80gm,IC-1019809,,Freshmate,Groceries & Pets,150,,Groceries & Pets,Groceries & Pets > Food Staples > Spices & Recipes,349.0,895120001590,0,15,,freshmate-podina-raita-mix-80gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Authentic mint raita mix with aromatic podina flavour.</li><li>80gm convenient pack — portion-controlled and fresh.</li><li>Simple blend of spices designed fo","<p>Freshmate Podina Raita Mix is a ready-spiced blend that transforms plain yoghurt into a refreshing, herbaceous side dish in moments. This 80gm pack contains a carefully balanced mixture of mint, spices, and seasonings that deliver authentic podina (min",/1/0/1019809-1.jpg,/1/0/1019809-2.jpg,2026-06-29 21:10:14,2026-07-08 21:10:15,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:15,0,16,13,0,2026-06-07 10:01:27,2026-06-07 10:01:27
342,515,Freshmate Fried Onions 400gm,IC-1106245,,Freshmate,Groceries & Pets,150,,Groceries & Pets,Groceries & Pets > Food Staples > Spices & Recipes,299.0,895120001873,0,0,,freshmate-fried-onions-400gm,,,/1/1/1106245-1.jpg,/1/1/1106245-2.jpg,2024-06-13 13:58:51,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:15,0,0,0,0,,
343,516,Freshmate Chicken Biryani 275gm,IC-1026583,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,849.0,895120001293,0,0,,freshmate-chicken-biryani-275gm,,,/1/0/1026583-1.jpg,/1/0/1026583-2.jpg,2026-07-08 21:10:15,2026-07-03 21:10:15,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:15,0,1,1,0,2026-06-14 12:07:12,2026-06-14 12:07:12
344,517,Freshmate Mutton Stew 275gm,IC-1026586,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,1149.0,895120001231,0,0,,freshmate-mutton-stew-275gm,,,/1/0/1026586-1.jpg,/1/0/1026586-2.jpg,2024-06-13 13:58:51,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
345,518,Freshmate Mutton Kunna 275gm,IC-1026587,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,1699.0,895120001217,0,4,,freshmate-mutton-kunna-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Tender, slow-cooked mutton kunna with traditional Pakistani preparation.</li><li>275g portion ready to serve with rice, bread, or as a main course.</li><li>Ri","<p>Freshmate Mutton Kunna delivers authentic Pakistani home cooking in a convenient 275g package. The meat is tenderly cooked using traditional methods and aromatic spices that infuse every bite with rich, comforting flavour. It offers the taste of slow-c",/1/0/1026587-1.jpg,/1/0/1026587-2.jpg,2026-06-29 21:10:15,2026-07-09 09:00:12,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-09 09:00:12,0,4,4,0,2026-06-23 11:15:01,2026-06-23 11:15:01
346,519,Freshmate Shahi Qorma 275gm,IC-1026848,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,999.0,895120001132,0,10,,freshmate-shahi-qorma-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Aromatic creamy curry with traditional spice blend.</li><li>275g ready-to-eat pouch for quick meal preparation.</li><li>Rich, luxurious taste of authentic sha","<p>Freshmate Shahi Qorma brings the royal flavours of traditional Mughlai cuisine to your table in just minutes. This 275g pouch delivers a creamy, aromatic curry infused with nuts, dried fruits, and a carefully balanced spice blend that captures the esse",/1/0/1026848-1.jpg,/1/0/1026848-2.jpg,2026-07-02 21:10:16,2026-07-08 21:10:16,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,11,-2,0,2026-06-22 11:08:18,2026-06-22 11:08:18
347,520,Freshmate Chicken Handi 250gm,IC-1026849,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,1099.0,895120001163,0,0,,freshmate-chicken-handi-250gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Tender, succulent chicken in aromatic handi masala.</li><li>250g pack for convenient single or family portions.</li><li>Traditional slow-cooked flavour profil","<p>Freshmate Chicken Handi presents slow-cooked chicken in a fragrant, aromatic masala blend that honours traditional Pakistani cooking methods. This 250g pouch captures the warmth and depth of a classic handi—where meat is gently cooked with tomatoes, yo",/1/0/1026849-1.jpg,/1/0/1026849-2.jpg,2026-07-09 09:00:12,2026-07-07 21:10:15,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-09 09:00:12,0,-2,3,0,2026-06-17 06:45:59,2026-06-17 06:45:59
348,521,Freshmate Chicken Karahi 275gm,IC-1026850,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,999.0,895120001125,0,0,,freshmate-chicken-karahi-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Charred, tangy chicken with bold karahi spices.</li><li>275g ready-to-heat pouch for instant meals.</li><li>Authentic wok-cooked flavour profile.</li><li>Tend","<p>Freshmate Chicken Karahi brings the vibrant, tangy taste of a traditional wok-fired karahi dish straight to your kitchen. This 275g pouch features tender chicken pieces simmered in a bold tomato-based sauce infused with green peppers, ginger, garlic, a",/1/0/1026850-1.jpg,/1/0/1026850-2.jpg,2026-07-09 09:00:12,2026-07-08 21:10:16,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-09 09:00:12,0,-1,1,0,2026-06-22 11:08:18,2026-06-22 11:08:18
349,522,Freshmate Chicken Kabab Fry 250gm,IC-1030598,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,999.0,895120001088,0,0,,freshmate-chicken-kabab-fry-250gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Pre-seasoned chicken kabab mix for authentic Pakistani flavour.</li><li>250g convenient pack saves preparation time in the kitchen.</li><li>Ready-to-fry forma","<p>Freshmate Chicken Kabab Fry is a ready-to-cook convenience product that brings authentic, flavourful kababs to your table in minutes. The 250g pack contains pre-seasoned, shaped chicken kabab mixture that eliminates lengthy preparation, allowing you to",/1/0/1030598-1.jpg,/1/0/1030598-2.jpg,2026-07-08 21:10:16,2026-06-22 21:10:16,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,2,0,2026-06-23 07:46:17,2026-06-23 07:46:17
350,523,Freshmate Bhindi Masala 275gm,IC-1067295,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,699.0,895120001606,0,0,,freshmate-bhindi-masala-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Authentic Bhindi Masala spice blend specifically formulated for okra dishes.</li><li>275g pack provides multiple servings for family meals.</li><li>Premium-qu","<p>Freshmate Bhindi Masala is a carefully balanced spice blend designed to elevate the humble okra into a flavourful, restaurant-quality side dish. This 275g pack combines traditional spices in exact proportions to create that distinctive tangy, slightly ",/1/0/1067295-1.jpg,/1/0/1067295-2.jpg,2026-07-08 21:10:16,2026-06-26 21:10:15,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,1,0,2026-05-13 02:13:15,2026-05-13 02:13:15
351,524,Freshmate Karahi Gosht 275gm,IC-1027579,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,1299.0,895120001194,0,5,,freshmate-karahi-gosht-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Authentic karahi gosht with tender meat and aromatic spices.</li><li>275gm ready-to-eat meal — convenient for busy weeknights.</li><li>Prepared with tradition","<p>Freshmate Karahi Gosht delivers the rich, aromatic flavours of traditional Pakistani karahi in a convenient 275gm pack. This ready-to-eat meal features tender meat cooked with tomatoes, onions, ginger, and a blend of warm spices that define the classic",/1/0/1027579-1.jpg,/1/0/1027579-2.jpg,2026-06-29 21:10:15,2026-07-08 21:10:16,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,5,3,0,2026-07-02 06:34:56,2026-07-02 06:34:56
352,525,Freshmate Stew Qeema 275gm,IC-1027580,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,599.0,895120001187,0,0,,freshmate-stew-qeema-275gm,,,/1/0/1027580-1.jpg,/1/0/1027580-2.jpg,2024-06-13 13:58:52,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
353,526,Freshmate Daal Maash 275gm,IC-1027748,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,699.0,895120001101,0,0,,freshmate-daal-maash-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Moong dal (mung beans) — light, quick-cooking pulse.</li><li>Complete plant-based protein with essential amino acids.</li><li>Ideal for traditional dals, khic","<p>Freshmate Daal Maash brings the nutritional goodness of moong dal to your kitchen in a convenient 275g pack. This light, quick-cooking pulse is a cornerstone of Pakistani and South Asian cuisine, prized for its delicate flavour and easy digestibility. ",/1/0/1027748-1.jpg,/1/0/1027748-2.jpg,2026-07-08 21:10:16,2026-07-08 14:00:13,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,-2,5,0,2026-05-12 05:50:33,2026-05-12 05:50:33
354,527,Freshmate Chatpatti Veggie Bhujiya 300gm,IC-1027749,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,189.0,895120001040,0,0,,freshmate-chatpatti-veggie-bhujiya-300gm,,,/1/0/1027749-1.jpg,/1/0/1027749-2.jpg,2024-06-13 13:58:52,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
355,528,Freshmate Salt&Pepper Chicken 300gm,IC-1027750,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,649.0,895120001033,0,0,,freshmate-salt-pepper-chicken-300gm,,,/1/0/1027750-1.jpg,/1/0/1027750-2.jpg,2024-06-13 13:58:52,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
356,529,Freshmate Aalo Bhujia 275gm,IC-1027751,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,599.0,895120001095,0,0,,freshmate-aalo-bhujia-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Pre-spiced aloo bhujia (potato snack mix) — ready to cook.</li><li>Convenient meal base that saves preparation time.</li><li>275g pack, perfect portion for fa","<p>Freshmate Aalo Bhujia is a ready-to-cook potato mix that brings traditional home cooking into your kitchen with minimal fuss. Seasoned with authentic spices and blended with potato, this 275g pack is designed to cut preparation time while delivering th",/1/0/1027751-1.jpg,/1/0/1027751-2.jpg,2026-07-08 21:10:16,2026-03-15 21:10:14,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,4,5,0,2026-06-17 09:01:51,2026-06-17 09:01:51
357,530,Freshmate Curry Phulki 265gm,IC-1027752,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,399.0,895120001071,0,0,,freshmate-curry-phulki-265gm,,,/1/0/1027752-1.jpg,/1/0/1027752-2.jpg,2024-06-13 13:58:52,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
358,531,Freshmate Chicken Aalo Qeema 275gm,IC-1027753,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,949.0,895120001002,0,0,,freshmate-chicken-aalo-qeema-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Chicken and potato qeema (minced) mix with aromatic spices.</li><li>Ready-to-cook convenience for quick, protein-rich meals.</li><li>275g pack, ideal for fill","<p>Freshmate Chicken Aalo Qeema combines minced chicken and potatoes with a carefully balanced spice blend to create a versatile meal base. This 275g pack eliminates the need for lengthy ingredient prep while delivering the rich, homemade flavour of a tra",/1/0/1027753-1.jpg,/1/0/1027753-2.jpg,2026-07-08 21:10:16,2026-06-21 21:10:15,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,-3,0,2026-07-02 09:37:33,2026-07-02 09:37:33
359,532,Freshmate Mutton Qorma 275gm,IC-1031561,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,1699.0,895120001224,0,4,,freshmate-mutton-qorma-275gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Ready-to-eat mutton qorma — authentic Pakistani recipe.</li><li>Tender, slow-cooked mutton with aromatic spices.</li><li>275g pack — perfect for quick, conven","<p>Freshmate Mutton Qorma delivers authentic Pakistani flavors in a convenient, ready-to-eat format. This 275g pack features tender mutton slow-cooked with aromatic spices, yogurt, and traditional ingredients that capture the essence of classic qorma. The",/1/0/1031561-1.jpg,/1/0/1031561-2.jpg,2026-06-29 21:10:15,2026-07-08 21:10:16,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,4,5,0,2026-07-02 06:34:56,2026-07-02 06:34:56
360,533,Freshmate Chana Masala 275gm,IC-1145394,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,249.0,8964001100393,0,0,,freshmate-chana-masala-275gm,,,/1/1/1145394-1.jpg,/1/1/1145394-2.jpg,2024-06-13 13:58:52,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
361,534,Freshmate Daal Makhni 275gm,IC-1145395,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,599.0,8964001100409,0,0,,freshmate-daal-makhni-275gm,,,/1/1/1145395-1.jpg,/1/1/1145395-2.jpg,2024-06-13 13:58:52,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
362,535,Freshmate Chicken Achari Boti 150gm,IC-1145397,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,899.0,8964001100423,0,0,,freshmate-chicken-achari-boti-150gm,,,/1/1/1145397-1.jpg,/1/1/1145397-2.jpg,2026-07-08 21:10:16,2025-05-20 21:10:17,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
363,536,Freshmate Macaroni Alfredo 250gm,IC-1145398,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,699.0,8964001100430,0,0,,freshmate-macaroni-alfredo-250gm,"<h3 class=""list__product--title"">Product Highlights:</h3><ul class=""list__product--listings""><li>Complete pasta and sauce blend in 250g packet.</li><li>Creamy Alfredo flavour with garlic and herbs.</li><li>Quick preparation time for busy weeknights.</li><",<p>Freshmate Macaroni Alfredo is a complete pasta meal solution combining pasta with creamy Alfredo seasoning in a single 250g packet. Simply cook the pasta and add milk or cream along with the included flavour blend to create a restaurant-style Alfredo s,/1/1/1145398-1.jpg,/1/1/1145398-2.jpg,2026-07-08 21:10:16,2026-06-24 09:47:55,0,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,-1,4,0,2026-07-05 14:02:12,2026-07-05 14:02:12
364,537,Freshmate Mutton Daal Gosht 275gm,IC-1145607,,Freshmate,Groceries & Pets,54,,Groceries & Pets,Groceries & Pets > Food Staples > Ready-to-Eat,349.0,895120001910,0,0,,freshmate-mutton-daal-gosht-275gm,,,/1/1/1145607-1.jpg,/1/1/1145607-2.jpg,2024-06-13 13:58:52,,755,0,Naheed Super Market,2024-03-26 05:42:34,2026-07-08 21:10:16,0,0,0,0,,
